127.0.0.1 - - [02/Jun/2023:13:43:50 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:50 +0900] "GET /cyworldrenew1/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /cyworldrenew1/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /cyworldrenew1/background/cyworld%20login2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /cyworldrenew1/background/cyworld%20login1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /cyworldrenew1/background/cyworld%20login.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /cyworldrenew1/background/cyworldlogo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:51 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /cyworldrenew1/jukebox.jsp HTTP/1.1" 200 7990
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /cyworldrenew1/background/background.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /cyworldrenew1/background/outer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /cyworldrenew1/userprofileimg/ HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "POST /cyworldrenew1/loginCheck.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /cyworldrenew1/resultaddmember.jsp;jsessionid=EC5FD825D7D72917B13D920AD217A2C6?msg=2 HTTP/1.1" 200 643
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:54 +0900] "GET /resources/css/bootstrap.min.css HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:55 +0900] "POST /cyworldrenew1/index.jsp HTTP/1.1" 200 11051
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:55 +0900] "GET /cyworldrenew1/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:55 +0900] "GET /cyworldrenew1/userprofileimg/miniroom1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:55 +0900] "GET /cyworldrenew1/userprofileimg/miniroom5.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:57 +0900] "GET /cyworldrenew1/photo.jsp HTTP/1.1" 200 7892
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:57 +0900] "GET /cyworldrenew1/userprofileimg/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:57 +0900] "GET /cyworldrenew1/userprofileimg/5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:43:58 +0900] "GET /cyworldrenew1/jukebox.jsp HTTP/1.1" 200 9643
0:0:0:0:0:0:0:1 - - [02/Jun/2023:13:45:59 +0900] "GET /cyworldrenew1/jukebox.jsp HTTP/1.1" 200 9674
